Method,ID,THR,CLOSE,FAR,POS,NEG,AUC,AUPR
PHACE,O14672,0,8,16,2137,2137,0.83487012371329,0.843300554871321
CAPS,O14672,0,8,16,2137,2137,0.621091301092742,0.680746461230514
CAPS_Bootstrap,O14672,0,8,16,2137,2137,0.620779373776077,0.675859388678555
CoMap,O14672,0,8,16,2137,2137,0.501638685906819,0.506103548896562
DCA,O14672,0,8,16,2137,2137,0.801801010736475,0.823410070413608
GaussDCA,O14672,0,8,16,2137,2137,0.794814451968118,0.819100743446713
ZMIp,O14672,0,8,16,2137,2137,0.649306106790162,0.661325918876844
PSICOV,O14672,0,8,16,2137,2137,0.534793745862775,0.574907191359382
PHACE,O14672,5,8,16,1095,1095,0.847743791830862,0.852255601945333
CAPS,O14672,5,8,16,1095,1095,0.611919267738371,0.679742630317755
CAPS_Bootstrap,O14672,5,8,16,1095,1095,0.611473071870895,0.676514116579116
CoMap,O14672,5,8,16,1095,1095,0.500914493025583,0.503795450080994
DCA,O14672,5,8,16,1095,1095,0.744203832280395,0.774038232968642
GaussDCA,O14672,5,8,16,1095,1095,0.738993765768021,0.775337465362848
ZMIp,O14672,5,8,16,1095,1095,0.672894643564563,0.660745541792602
PSICOV,O14672,5,8,16,1095,1095,0.507305936073059,0.521648078040354
PHACE,O14678,0,8,16,2745,2745,0.939227938858855,0.945475567333123
CAPS,O14678,0,8,16,2745,2745,0.541348436136575,0.58553404132263
CAPS_Bootstrap,O14678,0,8,16,2745,2745,0.541308356641152,0.584638207735773
CoMap,O14678,0,8,16,2745,2745,0.506376554822313,0.519019077485682
DCA,O14678,0,8,16,2745,2745,0.833863723079884,0.844862088571089
GaussDCA,O14678,0,8,16,2745,2745,0.822752943752671,0.832591341928562
ZMIp,O14678,0,8,16,2745,2745,0.702850488220013,0.721044092606475
PSICOV,O14678,0,8,16,2745,2745,0.623610538783879,0.684715409563577
PHACE,O14678,5,8,16,907,907,0.923776726161459,0.931135286814813
CAPS,O14678,5,8,16,907,907,0.525956999886951,0.560493552386614
CAPS_Bootstrap,O14678,5,8,16,907,907,0.525950921960642,0.560364390075504
CoMap,O14678,5,8,16,907,907,0.505512679162073,0.517106085916183
DCA,O14678,5,8,16,907,907,0.762699523125902,0.779478058151117
GaussDCA,O14678,5,8,16,907,907,0.750574060139863,0.766407179521484
ZMIp,O14678,5,8,16,907,907,0.607000677080991,0.622369086453883
PSICOV,O14678,5,8,16,907,907,0.570011025358324,0.630196498285851
PHACE,O14732,0,8,16,1401,1401,0.910788205223045,0.928859581278955
CAPS,O14732,0,8,16,1401,1401,0.518870481521051,0.543344363887589
CAPS_Bootstrap,O14732,0,8,16,1401,1401,0.518486591355925,0.531959198926778
CoMap,O14732,0,8,16,1401,1401,0.508922198429693,0.525552431086438
DCA,O14732,0,8,16,1401,1401,0.786415943338118,0.814745235107538
GaussDCA,O14732,0,8,16,1401,1401,0.775978308549876,0.807339398835241
ZMIp,O14732,0,8,16,1401,1401,0.608534945722974,0.613348506764594
PSICOV,O14732,0,8,16,1401,1401,0.617134391107402,0.645083793227181
PHACE,O14732,5,8,16,694,694,0.848709398799091,0.868399840164328
CAPS,O14732,5,8,16,694,694,0.506600420234368,0.516483493276382
CAPS_Bootstrap,O14732,5,8,16,694,694,0.506416671511266,0.509686301346327
CoMap,O14732,5,8,16,694,694,0.512247838616715,0.533155686813489
DCA,O14732,5,8,16,694,694,0.740795953790828,0.777274465172445
GaussDCA,O14732,5,8,16,694,694,0.730545474175517,0.770847836562209
ZMIp,O14732,5,8,16,694,694,0.564220697788371,0.564222158473103
PSICOV,O14732,5,8,16,694,694,0.512860334360388,0.525526303164414
PHACE,O14745,0,8,16,404,404,0.746881433192825,0.785244217836365
CAPS,O14745,0,8,16,404,404,0.594050215665131,0.609852804828704
CAPS_Bootstrap,O14745,0,8,16,404,404,0.58108273698657,0.56560499487002
CoMap,O14745,0,8,16,404,404,0.513619988236447,0.535111330699907
DCA,O14745,0,8,16,404,404,0.678818253112439,0.674957271356498
GaussDCA,O14745,0,8,16,404,404,0.662079698068817,0.651560578880017
ZMIp,O14745,0,8,16,404,404,0.544027546318988,0.524459839579873
PSICOV,O14745,0,8,16,404,404,0.639606411136163,0.638918677574267
PHACE,O14745,5,8,16,193,193,0.523128137668125,0.511133007747247
CAPS,O14745,5,8,16,193,193,0.596579773953663,0.619448423219205
CAPS_Bootstrap,O14745,5,8,16,193,193,0.585089532604902,0.578660572745015
CoMap,O14745,5,8,16,193,193,0.50259067357513,0.509013464496119
DCA,O14745,5,8,16,193,193,0.546538162098312,0.548101880642905
GaussDCA,O14745,5,8,16,193,193,0.549142258852587,0.542529331014366
ZMIp,O14745,5,8,16,193,193,0.482267980348466,0.467080377045223
PSICOV,O14745,5,8,16,193,193,0.562296974415421,0.534609634731622
PHACE,O14746,0,8,16,4387,4387,0.945651691028813,0.95662683819712
CAPS,O14746,0,8,16,4387,4387,0.646751475610042,0.709623388916631
CAPS_Bootstrap,O14746,0,8,16,4387,4387,0.646674289814037,0.708279356160962
CoMap,O14746,0,8,16,4387,4387,0.504103031684522,0.513334967429357
DCA,O14746,0,8,16,4387,4387,0.881737227543372,0.895284832056668
GaussDCA,O14746,0,8,16,4387,4387,0.879670591494675,0.891421425093386
ZMIp,O14746,0,8,16,4387,4387,0.544766852392337,0.524045563924542
PSICOV,O14746,0,8,16,4387,4387,0.707519143558255,0.743524555757775
PHACE,O14746,5,8,16,1699,1699,0.880057895081446,0.894382776096625
CAPS,O14746,5,8,16,1699,1699,0.649947290948766,0.71435446643961
CAPS_Bootstrap,O14746,5,8,16,1699,1699,0.649760392932726,0.711948896262631
CoMap,O14746,5,8,16,1699,1699,0.503237198351972,0.510903263240615
DCA,O14746,5,8,16,1699,1699,0.789561841071904,0.805734887637861
GaussDCA,O14746,5,8,16,1699,1699,0.785543273905884,0.79439540673743
ZMIp,O14746,5,8,16,1699,1699,0.552222146392938,0.522860702614043
PSICOV,O14746,5,8,16,1699,1699,0.64449693601575,0.653595741899056
PHACE,O14832,0,8,16,1237,1237,0.814022503396685,0.817801506333022
CAPS,O14832,0,8,16,1237,1237,0.606152000203899,0.639328576835641
CAPS_Bootstrap,O14832,0,8,16,1237,1237,0.607088824829153,0.644701739897616
CoMap,O14832,0,8,16,1237,1237,0.506053906463927,0.515302972361737
DCA,O14832,0,8,16,1237,1237,0.7630085304303,0.783550177918898
GaussDCA,O14832,0,8,16,1237,1237,0.757952226192009,0.778914872673995
ZMIp,O14832,0,8,16,1237,1237,0.566618458483997,0.567184508401919
PSICOV,O14832,0,8,16,1237,1237,0.616436158358978,0.630346132732892
PHACE,O14832,5,8,16,648,648,0.756439567139155,0.765245042320055
CAPS,O14832,5,8,16,648,648,0.581309061118732,0.631447070633265
CAPS_Bootstrap,O14832,5,8,16,648,648,0.58101970926688,0.629755453973664
CoMap,O14832,5,8,16,648,648,0.49921410608139,0.497219664065391
DCA,O14832,5,8,16,648,648,0.70411332114007,0.716203943727012
GaussDCA,O14832,5,8,16,648,648,0.699290790275872,0.707916518381504
ZMIp,O14832,5,8,16,648,648,0.521824035970126,0.498760541603578
PSICOV,O14832,5,8,16,648,648,0.546520156988264,0.503253038890554
PHACE,O14920,0,8,16,3188,3188,0.953190209836453,0.959867953661484
CAPS,O14920,0,8,16,3188,3188,0.548704835731232,0.594657550156017
CAPS_Bootstrap,O14920,0,8,16,3188,3188,0.548519463672586,0.590139280744415
CoMap,O14920,0,8,16,3188,3188,0.506117081149669,0.518517710769704
DCA,O14920,0,8,16,3188,3188,0.865716736538682,0.876022029928161
GaussDCA,O14920,0,8,16,3188,3188,0.865488760392243,0.874082265317866
ZMIp,O14920,0,8,16,3188,3188,0.689847455719299,0.719676610917645
PSICOV,O14920,0,8,16,3188,3188,0.691810835095221,0.719346352907183
PHACE,O14920,5,8,16,1236,1236,0.920090122642199,0.930903827400888
CAPS,O14920,5,8,16,1236,1236,0.530495595982447,0.566999994726829
CAPS_Bootstrap,O14920,5,8,16,1236,1236,0.530346678920413,0.562203969112167
CoMap,O14920,5,8,16,1236,1236,0.503236245954693,0.510900530085215
DCA,O14920,5,8,16,1236,1236,0.799644693708696,0.81199762329377
GaussDCA,O14920,5,8,16,1236,1236,0.80259096050523,0.813129056317306
ZMIp,O14920,5,8,16,1236,1236,0.72843680941758,0.74346402734991
PSICOV,O14920,5,8,16,1236,1236,0.767648144657052,0.768108178416676
PHACE,O14931,0,8,16,542,542,0.725892212796665,0.71827352644021
CAPS,O14931,0,8,16,542,542,0.506457564575646,0.519530224572691
CAPS_Bootstrap,O14931,0,8,16,542,542,0.506457564575646,0.519530224572691
CoMap,O14931,0,8,16,542,542,0.509225092250922,0.52626721789921
DCA,O14931,0,8,16,542,542,0.643441674269141,0.630329765896905
GaussDCA,O14931,0,8,16,542,542,0.643812720415026,0.620294656829044
ZMIp,O14931,0,8,16,542,542,0.525428575318964,0.568089141100279
PSICOV,O14931,0,8,16,542,542,0.641831538241581,0.63244279683557
PHACE,O14931,5,8,16,288,288,0.645314911265432,0.622887092289959
CAPS,O14931,5,8,16,288,288,0.506944444444444,0.520751955805658
CAPS_Bootstrap,O14931,5,8,16,288,288,0.506944444444444,0.520751955805658
CoMap,O14931,5,8,16,288,288,0.506944444444444,0.520751955805658
DCA,O14931,5,8,16,288,288,0.59888599537037,0.575803476422485
GaussDCA,O14931,5,8,16,288,288,0.600549768518518,0.565896995005663
ZMIp,O14931,5,8,16,288,288,0.538664641203704,0.564961031255226
PSICOV,O14931,5,8,16,288,288,0.610665027006173,0.588769475853524
PHACE,O14939,0,8,16,3105,3105,0.899166323082861,0.920251457457001
CAPS,O14939,0,8,16,3105,3105,0.584337453745841,0.645949024877304
CAPS_Bootstrap,O14939,0,8,16,3105,3105,0.583432674430364,0.631888740704613
CoMap,O14939,0,8,16,3105,3105,0.50805152979066,0.523468970885716
DCA,O14939,0,8,16,3105,3105,0.814709431829084,0.834377964629833
GaussDCA,O14939,0,8,16,3105,3105,0.801284303276881,0.821651932402686
ZMIp,O14939,0,8,16,3105,3105,0.654339087389567,0.631652948123628
PSICOV,O14939,0,8,16,3105,3105,0.670431826491477,0.682070907154323
PHACE,O14939,5,8,16,1584,1584,0.839733748469547,0.864495420946908
CAPS,O14939,5,8,16,1584,1584,0.548128060912152,0.59320637707618
CAPS_Bootstrap,O14939,5,8,16,1584,1584,0.547283520176513,0.574277667572002
CoMap,O14939,5,8,16,1584,1584,0.507891414141414,0.523080917631541
DCA,O14939,5,8,16,1584,1584,0.759105017982859,0.780749888134499
GaussDCA,O14939,5,8,16,1584,1584,0.735177692327313,0.757718030275943
ZMIp,O14939,5,8,16,1584,1584,0.644931201216713,0.596793479355685
PSICOV,O14939,5,8,16,1584,1584,0.572265425721865,0.571004822172135
PHACE,O14958,0,8,16,1551,1551,0.955281445260465,0.953120577993488
CAPS,O14958,0,8,16,1551,1551,0.710849388572752,0.772307472758852
CAPS_Bootstrap,O14958,0,8,16,1551,1551,0.711349055807675,0.774830401486319
CoMap,O14958,0,8,16,1551,1551,0.505802707930368,0.517858099835147
DCA,O14958,0,8,16,1551,1551,0.844524923293597,0.850102426175045
GaussDCA,O14958,0,8,16,1551,1551,0.833009297884399,0.839219385107077
ZMIp,O14958,0,8,16,1551,1551,0.31907535788354,0.39002116877232
PSICOV,O14958,0,8,16,1551,1551,0.769281564149665,0.783002041519646
PHACE,O14958,5,8,16,674,674,0.926698747017232,0.909114779199656
CAPS,O14958,5,8,16,674,674,0.64251028009404,0.705837847813946
CAPS_Bootstrap,O14958,5,8,16,674,674,0.642629150560452,0.706813116252012
CoMap,O14958,5,8,16,674,674,0.501483679525223,0.505574704461994
DCA,O14958,5,8,16,674,674,0.753662971409451,0.755732570771533
GaussDCA,O14958,5,8,16,674,674,0.729853657248018,0.731639194228452
ZMIp,O14958,5,8,16,674,674,0.346276272574382,0.401940097517375
PSICOV,O14958,5,8,16,674,674,0.670355686851164,0.677036435436243
PHACE,O14965,0,8,16,1289,1289,0.73671683957049,0.780097480722043
CAPS,O14965,0,8,16,1289,1289,0.514465962211732,0.53673838558416
CAPS_Bootstrap,O14965,0,8,16,1289,1289,0.514247186764416,0.525611122078655
CoMap,O14965,0,8,16,1289,1289,0.50621779682592,0.518289540938683
DCA,O14965,0,8,16,1289,1289,0.723020052108879,0.734114522255182
GaussDCA,O14965,0,8,16,1289,1289,0.706349182465945,0.720974153145172
ZMIp,O14965,0,8,16,1289,1289,0.644844693506733,0.626497978045976
PSICOV,O14965,0,8,16,1289,1289,0.637707558315543,0.6773499486675
PHACE,O14965,5,8,16,565,565,0.608143159213721,0.673689866977357
CAPS,O14965,5,8,16,565,565,0.508140026626987,0.525311845368549
CAPS_Bootstrap,O14965,5,8,16,565,565,0.507920745555643,0.513902145089633
CoMap,O14965,5,8,16,565,565,0.507964601769912,0.523258490424225
DCA,O14965,5,8,16,565,565,0.703052705771793,0.706480879284789
GaussDCA,O14965,5,8,16,565,565,0.682496671626595,0.694212581196714
ZMIp,O14965,5,8,16,565,565,0.628973294698097,0.591272956886392
PSICOV,O14965,5,8,16,565,565,0.597982614143629,0.630534512949399
PHACE,O14966,0,8,16,795,795,0.834316680511058,0.86776341048471
CAPS,O14966,0,8,16,795,795,0.584669119101301,0.648092009199627
CAPS_Bootstrap,O14966,0,8,16,795,795,0.584410426802737,0.646188902452998
CoMap,O14966,0,8,16,795,795,0.510691823899371,0.529662077165169
DCA,O14966,0,8,16,795,795,0.778067323286266,0.790788024560594
GaussDCA,O14966,0,8,16,795,795,0.767384201574308,0.782689016479029
ZMIp,O14966,0,8,16,795,795,0.62987065385072,0.615053698559767
PSICOV,O14966,0,8,16,795,795,0.640208852497924,0.651755600911963
PHACE,O14966,5,8,16,349,349,0.683713598410523,0.747794943773464
CAPS,O14966,5,8,16,349,349,0.534819090155253,0.576782471116401
CAPS_Bootstrap,O14966,5,8,16,349,349,0.534515315966207,0.572495157312695
CoMap,O14966,5,8,16,349,349,0.505730659025788,0.517671968340129
DCA,O14966,5,8,16,349,349,0.738376532212379,0.742382267459779
GaussDCA,O14966,5,8,16,349,349,0.729066263823778,0.741367823124824
ZMIp,O14966,5,8,16,349,349,0.578049441301796,0.576847011776271
PSICOV,O14966,5,8,16,349,349,0.547039843679444,0.561685177083136
PHACE,O15118,0,8,16,5945,5945,0.90701608025911,0.914945658289193
CAPS,O15118,0,8,16,5945,5945,0.621232619448958,0.683743536128978
CAPS_Bootstrap,O15118,0,8,16,5945,5945,0.620926448712299,0.679489900420159
CoMap,O15118,0,8,16,5945,5945,0.506475803924537,0.519045790275492
DCA,O15118,0,8,16,5945,5945,0.859516071417199,0.872715933263228
GaussDCA,O15118,0,8,16,5945,5945,0.853316969897167,0.867161285091032
ZMIp,O15118,0,8,16,5945,5945,0.623629047032619,0.63038792403916
PSICOV,O15118,0,8,16,5945,5945,0.680254251015582,0.702995460330447
PHACE,O15118,5,8,16,2373,2373,0.831825553987481,0.848909654674369
CAPS,O15118,5,8,16,2373,2373,0.599424378308506,0.661298100794853
CAPS_Bootstrap,O15118,5,8,16,2373,2373,0.59887670838299,0.654390665333579
CoMap,O15118,5,8,16,2373,2373,0.507587732406769,0.522288561827026
DCA,O15118,5,8,16,2373,2373,0.804194505222668,0.821966585875164
GaussDCA,O15118,5,8,16,2373,2373,0.79027012167542,0.809123059082084
ZMIp,O15118,5,8,16,2373,2373,0.553626990253642,0.5436719696166
PSICOV,O15118,5,8,16,2373,2373,0.605899278812473,0.609538640928952
PHACE,O15229,0,8,16,1759,1759,0.842031931290742,0.874606719851147
CAPS,O15229,0,8,16,1759,1759,0.658764266352432,0.724058134490853
CAPS_Bootstrap,O15229,0,8,16,1759,1759,0.658427979099448,0.717933275524552
CoMap,O15229,0,8,16,1759,1759,0.508241704079499,0.523363208080138
DCA,O15229,0,8,16,1759,1759,0.817414605499986,0.835033193450438
GaussDCA,O15229,0,8,16,1759,1759,0.80760070599315,0.82740597349411
ZMIp,O15229,0,8,16,1759,1759,0.654367484238452,0.673341723660125
PSICOV,O15229,0,8,16,1759,1759,0.692971030816581,0.704518530141327
PHACE,O15229,5,8,16,828,828,0.724534119816099,0.746751636681623
CAPS,O15229,5,8,16,828,828,0.617865936194544,0.665094805981445
CAPS_Bootstrap,O15229,5,8,16,828,828,0.616278968003921,0.654655187171143
CoMap,O15229,5,8,16,828,828,0.505434782608696,0.516902838363117
DCA,O15229,5,8,16,828,828,0.755143060514831,0.777122481068549
GaussDCA,O15229,5,8,16,828,828,0.742200809820533,0.766887247549943
ZMIp,O15229,5,8,16,828,828,0.581130831524656,0.599252523356162
PSICOV,O15229,5,8,16,828,828,0.57694753669864,0.576338903699913
PHACE,O15247,0,8,16,1142,1142,0.909588057943633,0.920448297666252
CAPS,O15247,0,8,16,1142,1142,0.755217135268264,0.815737932876399
CAPS_Bootstrap,O15247,0,8,16,1142,1142,0.75565266331535,0.815554378078349
CoMap,O15247,0,8,16,1142,1142,0.511809097628826,0.529355841677962
DCA,O15247,0,8,16,1142,1142,0.849933750663257,0.871924369812483
GaussDCA,O15247,0,8,16,1142,1142,0.843820255734708,0.868273923949648
ZMIp,O15247,0,8,16,1142,1142,0.540400593790352,0.550817790114221
PSICOV,O15247,0,8,16,1142,1142,0.723358411978861,0.769282380502392
PHACE,O15247,5,8,16,447,447,0.83257010444975,0.839765343257327
CAPS,O15247,5,8,16,447,447,0.634566010540066,0.697599221997708
CAPS_Bootstrap,O15247,5,8,16,447,447,0.633580068965862,0.688215791954205
CoMap,O15247,5,8,16,447,447,0.498876426987773,0.49666370820864
DCA,O15247,5,8,16,447,447,0.724461861077328,0.748914208413553
GaussDCA,O15247,5,8,16,447,447,0.7107687841889,0.742400913840517
ZMIp,O15247,5,8,16,447,447,0.506093319119759,0.509408123560792
PSICOV,O15247,5,8,16,447,447,0.590939347076458,0.624213609355337
PHACE,O15263,0,8,16,162,162,0.456675811614083,0.52622901286226
CAPS,O15263,0,8,16,162,162,SameVal,0
CAPS_Bootstrap,O15263,0,8,16,162,162,SameVal,0
CoMap,O15263,0,8,16,162,162,0.500038103947569,0.503669968468468
DCA,O15263,0,8,16,162,162,0.510859625057156,0.545207330822986
GaussDCA,O15263,0,8,16,162,162,0.522862368541381,0.550166506736623
ZMIp,O15263,0,8,16,162,162,0.519966468526139,0.539701189850549
PSICOV,O15263,0,8,16,162,162,0.522976680384088,0.526950064895685
PHACE,O15263,5,8,16,85,85,0.414532871972318,0.506647662977564
CAPS,O15263,5,8,16,85,85,SameVal,0
CAPS_Bootstrap,O15263,5,8,16,85,85,SameVal,0
CoMap,O15263,5,8,16,85,85,0.505882352941176,0.516085967639279
DCA,O15263,5,8,16,85,85,0.48401384083045,0.537918602570929
GaussDCA,O15263,5,8,16,85,85,0.491764705882353,0.547515241895318
ZMIp,O15263,5,8,16,85,85,0.517093425605536,0.549641006965858
PSICOV,O15263,5,8,16,85,85,0.506020761245675,0.522257165860707
PHACE,O15294,0,8,16,3722,3722,0.949265531551951,0.960359519248842
CAPS,O15294,0,8,16,3722,3722,0.685984673381416,0.738554180788053
CAPS_Bootstrap,O15294,0,8,16,3722,3722,0.684937773599386,0.72845195406786
CoMap,O15294,0,8,16,3722,3722,0.506313809779688,0.518992341742941
DCA,O15294,0,8,16,3722,3722,0.88263324421848,0.895720045810618
GaussDCA,O15294,0,8,16,3722,3722,0.871250131015864,0.884734852354775
ZMIp,O15294,0,8,16,3722,3722,0.639364355772971,0.663868770777617
PSICOV,O15294,0,8,16,3722,3722,0.660483174964146,0.702693464171715
PHACE,O15294,5,8,16,1677,1677,0.866180663784362,0.89162079523383
CAPS,O15294,5,8,16,1677,1677,0.642961225375836,0.675137760732088
CAPS_Bootstrap,O15294,5,8,16,1677,1677,0.641523093492973,0.663394091904823
CoMap,O15294,5,8,16,1677,1677,0.502684785457178,0.509265571669529
DCA,O15294,5,8,16,1677,1677,0.787155770181938,0.808173724162152
GaussDCA,O15294,5,8,16,1677,1677,0.776212882632155,0.799234336885526
ZMIp,O15294,5,8,16,1677,1677,0.602810339757546,0.596379853051633
PSICOV,O15294,5,8,16,1677,1677,0.618545874255821,0.622630423990047
PHACE,O15305,0,8,16,1203,1203,0.801151043145806,0.845079007212185
CAPS,O15305,0,8,16,1203,1203,0.564675523714957,0.618423866713491
CAPS_Bootstrap,O15305,0,8,16,1203,1203,0.56398246555957,0.607856549255487
CoMap,O15305,0,8,16,1203,1203,0.511229545974355,0.530303159415812
DCA,O15305,0,8,16,1203,1203,0.786827610939401,0.798759500050817
GaussDCA,O15305,0,8,16,1203,1203,0.779562592548827,0.79951300105822
ZMIp,O15305,0,8,16,1203,1203,0.609429944120027,0.612487426440983
PSICOV,O15305,0,8,16,1203,1203,0.684305791354255,0.710773275591347
PHACE,O15305,5,8,16,526,526,0.667282308548629,0.704039426610968
CAPS,O15305,5,8,16,526,526,0.543455160548801,0.589999476627821
CAPS_Bootstrap,O15305,5,8,16,526,526,0.542824458933916,0.577450882020175
CoMap,O15305,5,8,16,526,526,0.512350185776865,0.528246198006584
DCA,O15305,5,8,16,526,526,0.744506209429078,0.751081919880244
GaussDCA,O15305,5,8,16,526,526,0.729730804262026,0.748900889948872
ZMIp,O15305,5,8,16,526,526,0.532341077650393,0.534062396122948
PSICOV,O15305,5,8,16,526,526,0.570354855498851,0.594261030708153
PHACE,O15392,0,8,16,594,594,0.90136210590756,0.898989892787559
CAPS,O15392,0,8,16,594,594,0.546511693818091,0.589990109554435
CAPS_Bootstrap,O15392,0,8,16,594,594,0.546282125406705,0.584581603212175
CoMap,O15392,0,8,16,594,594,0.507584260109513,0.522084979074118
DCA,O15392,0,8,16,594,594,0.834957317280547,0.848210061983015
GaussDCA,O15392,0,8,16,594,594,0.830422632611182,0.844262391257315
ZMIp,O15392,0,8,16,594,594,0.72533981793241,0.738214062262767
PSICOV,O15392,0,8,16,594,594,0.732099332267682,0.761791118114053
PHACE,O15392,5,8,16,177,177,0.755785374573078,0.717307109982021
CAPS,O15392,5,8,16,177,177,0.533978103354719,0.573463557612022
CAPS_Bootstrap,O15392,5,8,16,177,177,0.533850426122762,0.570577537138767
CoMap,O15392,5,8,16,177,177,0.505649717514124,0.517462328951453
DCA,O15392,5,8,16,177,177,0.740304510198219,0.777455563307577
GaussDCA,O15392,5,8,16,177,177,0.726579207762776,0.767608816700893
ZMIp,O15392,5,8,16,177,177,0.818411056848287,0.799344959835407
PSICOV,O15392,5,8,16,177,177,0.727536787002458,0.707938986724109
PHACE,O15393,0,8,16,1710,1710,0.895123285797337,0.913226136897732
CAPS,O15393,0,8,16,1710,1710,0.565644813788858,0.621452505039481
CAPS_Bootstrap,O15393,0,8,16,1710,1710,0.565379603980712,0.618123611214686
CoMap,O15393,0,8,16,1710,1710,0.507016688895729,0.520452449078059
DCA,O15393,0,8,16,1710,1710,0.811480797510343,0.830185745675346
GaussDCA,O15393,0,8,16,1710,1710,0.79768441571766,0.814304160603077
ZMIp,O15393,0,8,16,1710,1710,0.558605895831196,0.572213072204049
PSICOV,O15393,0,8,16,1710,1710,0.601477206661879,0.61389220139536
PHACE,O15393,5,8,16,980,980,0.849842773844234,0.867367657541638
CAPS,O15393,5,8,16,980,980,0.546163057059558,0.59204679048645
CAPS_Bootstrap,O15393,5,8,16,980,980,0.545962619741774,0.588106759761317
CoMap,O15393,5,8,16,980,980,0.507138171595169,0.519881240506438
